Company,Website,Status,Emails
Great Eastern Shipping Company Ltd,https://www.bing.com/aclick?ld=e87wDx00E9NaNfEwBfIdCgPDVUCUz8WjVPSCPDNsFzlJQ2eZJwVdNeKLgsiI6B91EJure-VlxrGrRprsjXm9Emns6QsSgrDkM_cK_6cID8_hPb5t3SeJ8wiPBzH-nx7yaTp3VJTVesJlMD9ktlX68HhHtBABTI6XNE2_wA-iwV5TY6-01qYocnhHNsE1kwLePn2xt4bynpeMZQARi53j657JB9s2Q&u=aHR0cHMlM2ElMmYlMmZ3d3cuc2hpcHN0YXRpb24uY29tJTJmbHAlMmZlbnRlcnByaXNlJTJmJTNmcmVmJTNkYnBwY19zcy11cy1iLWVudGVycHJpc2VfZW50ZXJwcmlzZS1sb2dpc3RpY3NfbG9naXN0aWNzJTI1MjBwcm92aWRlcl9wJTI2bXNjbGtpZCUzZGFkZDE3ODQzYjgwNzE3YzIzZjYzMTFkYzZlZDc1MmNhJTI2dXRtX3NvdXJjZSUzZGJpbmclMjZ1dG1fbWVkaXVtJTNkY3BjJTI2dXRtX2NhbXBhaWduJTNkc3MtdXMtYi1lbnRlcnByaXNlJTI2dXRtX3Rlcm0lM2Rsb2dpc3RpY3MlMjUyMHByb3ZpZGVyJTI2dXRtX2NvbnRlbnQlM2RlbnRlcnByaXNlLWxvZ2lzdGljcw&rlid=add17843b80717c23f6311dc6ed752ca,Good Website,Not Found
Deepak Fertilisers & Petrochemicals Corporation Ltd,https://www.godeepak.com/,No Website,Not Found
Excel Industries Ltd,https://excelindustriesinc.com/?ref=bestwebsiterank,Good Website,"craig@excelindustriesinc.com, mark@excelindustriesinc.com"
Garware Hi-Tech Films Ltd,https://www.garwarehitechfilms.com/,Good Website,Not Found
GlaxoSmithKline Pharmaceuticals Ltd,https://us.gsk.com/en-us/home/,Good Website,Not Found
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,https://www.gnfc.in/,No Website,Not Found
Novartis India Ltd,https://www.novartis.com/in-en/,Good Website,Not Found
Sanofi India Ltd,https://www.sanofi.com/en/india,Good Website,"customercare.chc@sanofi.com, ptcindia@sanofi.com, medinfo.india@sanofi.com, PV.india@sanofi.com"
Pfizer Ltd,https://www.pfizer.com/,Good Website,Not Found
Gujarat State Fertilizers & Chemicals Ltd,https://www.gsfclimited.com/chemicals,Good Website,Not Found
Hindustan Unilever Ltd,https://www.hul.co.in/,Good Website,?&subject=&body=https://www.hul.co.in
Akzo Nobel India Ltd,https://akzonobel.co.in/,Good Website,customercare.india@akzonobel.com
NOCIL Ltd,https://www.nocil.com/,Good Website,Not Found
Tata Chemicals Ltd,https://www.tatachemicals.com/,Good Website,Not Found
Tamilnadu Petroproducts Ltd,https://www.indiaindustry.biz/company-tamilnadu-petroproducts-in-tamil-nadu-11694,Good Website,Not Found
Zuari Industries Ltd,https://codimd.communecter.org/s/1F5SEkCdE,Good Website,Not Found
Nestle India Ltd,https://www.fortuneindia.com/companies/nestle-india-ltd,Good Website,Not Found
Tata Consumer Products Ltd,https://www.tataconsumer.com/,Good Website,Not Found
Asian Paints Ltd,https://www.asianpaints.com/,Good Website,customercare@asianpaints.com
Britannia Industries Ltd,https://britannia-international.com/,No Website,Not Found
Colgate Palmolive (India) Ltd,https://www.colgatepalmolive.co.in/,Dead Website,Not Found
EIH Ltd,https://www.eihltd.com/,Good Website,Not Found
Indian Hotels Company Ltd,https://www.ihcltata.com/,Dead Website,Not Found
Castrol India Ltd,https://www.ipaddress.com/website/castrol.com/,Dead Website,Not Found
ITC Ltd,https://www.itcportal.com/,Good Website,Not Found
Apollo Tyres Ltd,https://www.apollotyres.com/,Good Website,"grievance@apollotyres.com., apollodirect@apollotyres.com, grievance@apollotyres.com"
Ceat Ltd,https://www.ceat.com/,Good Website,Not Found
Modi Rubber Ltd,https://modirubberlimited.com/,Good Website,Not Found
Finolex Industries Ltd,https://www.finolexpipes.com/,Good Website,fil@finolexind.com
Sunrise Industrial Traders Ltd,https://en.52wmb.com/buyer/6901381,Good Website,Not Found
Gold Rock Investments Ltd,https://goldrockassets.com/,Good Website,Not Found
Peoples Investments Ltd,https://www.peoplesbank-wa.com/investments/,Good Website,"peoplesinvestments@lpl.com?subject=Peoples%20Investments%20Support%20Inquiry, aaron.redd@lpl.com, k.hamilton@lpl.com, kimberly.dunbar@lpl.com, scott.dirksen@lpl.com, seth.anderson@lpl.com"
Dalal Street Investments Ltd,http://dalalstreetinvestments.com/,Dead Website,Not Found
Centrum Capital Ltd,https://centrum.co.in/,Good Website,Not Found
TCI Finance Ltd,https://tcifinance.tc/,No Website,Not Found
Antariksh Industries Ltd,http://antarikshindustries.com/,Good Website,"support@adroitcorporate.com, antarikshindustrieslimited@gmail.com, contactus@antarikshindustries.com"
Industrial Investment Trust Ltd,https://www.stagindustrial.com/,Good Website,Not Found
Industrial & Prudential Investment Company Ltd,https://industrialprudential.com/aboutus.php,Dead Website,Not Found
Tata Investment Corporation Ltd,https://tatainvestment.com/,Good Website,ticl@tata.com
Jayabharat Credit Ltd-$,https://www.jayabharat.com/,Good Website,Not Found
Prismx Global Ventures Ltd,https://prismxglobal.com/,No Website,Not Found
Motor & General Finance Ltd,https://www.mgfltd.com/,No Website,Not Found
Rapid Investments Ltd,https://www.rapidinvestmentsllc.com/,Good Website,Not Found
Walchand Peoplefirst Ltd,https://www.walchandpeoplefirst.com/,Good Website,Not Found
E & E Enterprises Ltd,https://www.indiamart.com/eeenterprises/aboutus.html,Good Website,Not Found
WH Brady & Company Ltd,https://www.bradyid.com/corporate,Dead Website,Not Found
TechNVision Ventures Ltd,https://www.technvision.com/annual-reports.htm,Good Website,Not Found
Shaily Engineering Plastics Ltd,https://shaily.com/,Good Website,sales@shaily.com
The Bombay Burmah Trading Corporation Ltd,https://bbtcl.com/,Dead Website,Not Found
Bombay Cycle & Motor Agency Ltd,https://www.bseindia.com/stock-share-price/bombay-cycle--motor-agency-ltd/bombcyc/501430/corp-announcements/,Good Website,Not Found
Greaves Cotton Ltd,https://techvorm.com/greaves-cotton-unveils-electric-two-and-three-wheelers-at-auto-expo-23-also-forays-into-electric-powertrains,Good Website,Not Found
Muller & Phipps India Ltd,https://mulphico.swayantra.com/,Good Website,Not Found
Springform Technology Ltd,http://springformtech.com/,Good Website,Not Found
Amalgamated Electricity Company Ltd,http://www.aecl.net.in/,Good Website,Not Found
Anand Projects Ltd,https://anandprojects.com/ongoing-projects.php,Good Website,Not Found
IndiaNivesh Ltd,https://tracxn.com/d/companies/indianivesh/__D6VW3aitl3g5ocwyv-AjCwnXUamCs8mIMeV_Ue6vORY,Good Website,"compliance-officer@tracxn@@com, hi@tracxn.com?subject=Platform%20resources%20not%20loading, hi@tracxn.com, ?subject=IndiaNivesh Company profile on Tracxn&body=Hi!%0D%0A%0D%0AI would like you to take a look at this Company profile I found on Tracxn : https://tracxn.com/d/companies/indianivesh/__D6VW3aitl3g5ocwyv-AjCwnXUamCs8mIMeV_Ue6vORY"
Coastal Corporation Ltd,https://coastalcorp.com/,Good Website,Not Found
Chowgule Steamships Ltd,https://www.chowgulesteamships.co.in/contact-details/,Good Website,"chartering@chowgulesteamships.co.in, csl@chowgulesteamships.co.in, compliance@chowgulesteamships.co.in"
Global Offshore Services Ltd-$,https://globaloffshore.in/,Good Website,info@globaloffshore.in
Dhenu Buildcon Infra Ltd,https://craft.co/dhenu-buildcon-infra,Dead Website,Not Found
ASI Industries Ltd,https://www.bing.com/aclick?ld=e8uW4ebQbJ-s2CFJz-p0iIOzVUCUwevDCAwwD5kkGO7_JA-QVANItpz70r0nAYhJxvLCDI0qdyL3pdMNoQyMcshXtZ_En8ZsXo5lYDNV1gUAY2dH2QvQO-6A4_xyiJlGSNAXesVSRxvU23Pjm_1el5vWAJBj6ELBaXVxW1THWRJuGaDV1Poj_DHyjoCxM-sk_0fnaq4J2GuLTTNAHG0Q2mwWA0tKo&u=aHR0cHMlM2ElMmYlMmZtb25pdG9yLmNsaWNrY2Vhc2UuY29tJTJmdHJhY2tlciUyZnRyYWNrZXIuYXNweCUzZmlkJTNkajdpdk0wTldFSkxaQkYlMjZhZHBvcyUzZCUyNmxvY3BoaXNpY2FsJTNkMTU2MTQ1JTI2bG9jaW50ZXJlc3QlM2QlMjZhZGdycCUzZDEzNDkxMDI1NDg4MTQ1NjElMjZrdyUzZGFzaSUyNTIwdG9pbGV0JTI1MjBjb21wYXJ0bWVudHMlMjZudyUzZG8lMjZ1cmwlM2RodHRwcyUyNTNBJTI1MkYlMjUyRnd3dy50b3RhbHJlc3Ryb29tLmNvbSUyNTJGY29sbGVjdGlvbnMlMjUyRmFzaSUyNmNwbiUzZDQzNjM3NjQ0MiUyNmRldmljZSUzZGMlMjZjY3B0dXJsJTNkdG90YWxyZXN0cm9vbS5jb20lMjZwbCUzZCUyNm1zY2xraWQlM2QwZGFkN2RkZmFmYmUxZDA2YjhjMTE0NDA3NmJhZmY4OCUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV9jYW1wYWlnbiUzZChUZXh0LVN0YW5kYXJkKSUyNTIwKEdlbmVyYWwpJTI1MjAocG9ydGZvbGlvKSUyNTIwdjIlMjUyMChCcm9hZCklMjZ1dG1fdGVybSUzZGFzaSUyNTIwdG9pbGV0JTI1MjBjb21wYXJ0bWVudHMlMjZ1dG1fY29udGVudCUzZEFTSQ&rlid=0dad7ddfafbe1d06b8c1144076baff88,Good Website,"support@totalrestroom.com, sales@totalrestroom.com"
Sagar Cements Ltd-$,https://sagarcements.in/,Dead Website,Not Found
Deccan Cements Ltd-$,https://deccancements.com/index.php,Good Website,Not Found
Mangalam Cement Ltd,https://mangalamcement.com/,Good Website,Not Found
NCL Industries Ltd-$,https://nclind.com/,Good Website,ncl@nclind.com
Saurashtra Cement Ltd,https://scl.mehtagroup.com/,Good Website,"pralhad@mehtagroup.com, sclinvestorquery@mehtagroup.com"
Shree Digvijay Cement Company Ltd-$,https://www.digvijaycement.com/,Dead Website,Not Found
Borosil Renewables Ltd,http://borosilrenewables.com/,Good Website,"info.lig@borosil.com, sales.lig@borosil.com"
Lerthai Finance Ltd,https://www.lerthaifinance.com/,Good Website,Not Found
Triveni Glass Ltd-$,https://investrack.in/stock-data/TRITURBINE/,Good Website,Not Found
Nilachal Refractories Ltd,http://www.nilachal.in/,Good Website,cs@nilachal.in
Andhra Paper Ltd,https://andhrapaper.com/,Good Website,Not Found
Balkrishna Industries Ltd-$,https://stockanalysis.com/quote/nse/BALKRISIND/company/,Good Website,Not Found
Orient Paper & Industries Ltd,https://orientpaper.in/home-page/,Good Website,Not Found
Citadel Realty and Developers Ltd,https://citadelrealty.us/,No Website,Not Found
Rollatainers Ltd,https://www.rollatainers.in/,Good Website,Not Found
Seshasayee Paper and Boards Ltd,https://www.spbltd.com/,Good Website,edoff@spbltd.com
Nath Industries Ltd,https://nathindustries.com/,Good Website,"info@example.com, admin@nathgroup.com, info@nathindustries.com"
Vapi Enterprise Ltd,https://vapi.ai/,Good Website,Not Found
DCM Ltd,https://www.dcm.org.nz/,Good Website,Not Found
Gaekwar Mills Ltd ,https://www.gaekwarmills.in/,No Website,Not Found
Forbes & Company Ltd-$,https://www.forbes.com/,Good Website,"dlopenzina@forbes.com?Subject=Please send me pricing and information about streaming Forbes content on my website., corrections@forbes.com?subject=Report Correction&body=Reporting Correction for: %0A %0A Title: Forbes %0A URL: https://www.forbes.com/home_asia/%0A %0A - %0A %0A Your Name: %0A Correction Request: %0A %0A - %0A %0A Thank you for reporting a correction. Forbes Staff will review your concern shortly., security@forbes.com?subject=Reporting a Security Issue on Forbes.com, feedback@forbes.com, security@forbes.com, ?subject=Forbes%20Quote%20Of%20The%20Day&body=“I enjoy bringing products to market. Once I imagine something that needs to be out there, I can’t stop thinking about it.”%0A-Joe Kiani,%20Founder of Masimo%0Ahttp:%2F%2Fwww.forbes.com%2Fquote-of-the-day%2F6998d4ff82ee5b10620a4b70%2F%3Futm_source=email%26utm_medium=qotd%26utm_campaign=6998d4ff82ee5b10620a4b70"
HP Cotton Textile Mills Ltd,https://hpthreads.com/,Dead Website,Not Found
United Interactive Ltd,https://unitedinteractive.com/,Good Website,info@unitedinteractive.com
Jamshri Realty Ltd-$,https://jamshri.in/,Good Website,info@jamshri.in
Katare Spinning Mills Ltd,https://katarespinningmills.com/,No Website,Not Found
Kesoram Industries Ltd,https://www.kesocorp.com/,Dead Website,Not Found
Lakshmi Mills Company Ltd-$,https://www.lakshmimills.com/,Good Website,Not Found
Vardhman Textiles Ltd,https://www.vardhman.com/,Good Website,Not Found
Peninsula Land Ltd,https://findaddressphonenumbers.com/Address-of-Peninsula-Land-Limited-032717,Good Website,info@peninsula.co.in.Website
Pasupati Spinning & Weaving Mills Ltd,https://www.pasupatitextiles.com/,Good Website,Not Found
The Phoenix Mills Ltd,https://newyork-company.com/co/phoenix-mills-holding-llc,Good Website,Not Found
Marathon Nextgen Realty Ltd,https://indiana-company.com/co/nextgen-laboratories-inc,Good Website,Not Found
Raja Bahadur International Ltd,http://www.rajabahadur.com/,Good Website,Not Found
Reliance Chemotex Industries Ltd-$,https://reliancechemotex.com/,Good Website,mumbai@reliancechemotex.com
Ruby Mills Ltd,https://rubymills.com/,Good Website,Not Found
Simplex Realty Ltd,https://simplexstudios.com/about/,Good Website,Not Found
Swan Corp Ltd,https://swanstone.com/,Good Website,Not Found
Victoria Mills Ltd,https://victoriamills.com/,Dead Website,victoriam@victoriamills.com
SV Trading & Agencies Ltd ,https://svtrading.in/,Dead Website,Not Found
Svaraj Trading & Agencies Ltd ,https://www.svarajtrading.in/,Dead Website,Not Found
Kshitij Investments Ltd,https://kshitij.com/about-us,Good Website,Not Found
Shree Salasar Investments Ltd,https://www.zaubacorp.com/SHREE-SALASAR-INVESTMENTS-LIMITED-L65990MH1980PLC023228,Dead Website,Not Found
Indsoya Ltd,https://craft.co/indsoya,Dead Website,Not Found
Zodiac Ventures Ltd,https://www.georgiacompanyregistry.com/companies/zodiac-ventures-inc/,Dead Website,Not Found
Veer Energy & Infrastructure Ltd,https://veerenergy.net/,Dead Website,Not Found
Tilak Ventures Ltd,https://tilakfinance.wordpress.com/,Good Website,Not Found
Unijolly Investments Company Ltd,http://unijollyinvestments.co.in/,Dead Website,Not Found
Wagend Infra Venture Ltd,https://wagendinfra.in/,No Website,Not Found
EL CID Investments Ltd,http://elcidinvestments.com/,Good Website,"Usvakilgroup@gmail.cominfo, info@elcidinvestments.com, Emailvakilgroup@gmail.comHome, vakilgroup@gmail.com"
Mediaone Global Entertainment Ltd,https://singapore-corp.com/co/mediaone-solutions-llp,Good Website,Not Found
Healthy Investments Ltd,https://healthyinvestingtips.com/category/economy/,Dead Website,Not Found
Shreenath Investment Company Ltd,https://shreenathinvestment.in/,Good Website,Not Found
Banswara Syntex Ltd-$,https://www.banswarasyntex.com/toggles-accordions/,Good Website,"info@banswarasyntex.com, USA158-985-66-22158-985-66-33mail@domain.com"
Modella Woollens Ltd,https://www.modellawoollens.com/,Good Website,"modellawoollens@gmail.com, Modellawoollens@gmail.com, support@purvashare.com"
Modipon Ltd,https://www.datanyze.com/companies/modipon/458404984,Dead Website,Not Found
Shri Dinesh Mills Ltd-$,https://tr.investing.com/equities/shri-dinesh-mills-bo,Dead Website,Not Found
SRF Ltd,https://www.srf.com/,Dead Website,Not Found
Siyaram Silk Mills Ltd-$,https://www.siyaram.com/,Good Website,Not Found
Swadeshi Polytex Ltd,https://bullsonfire.in/stocks/swadeshi-polytex-ltd/,Good Website,bullsonfire.in@gmail.com
Shree Rajasthan Syntex Ltd-$,http://www.srsl.in/,Good Website,Not Found
Shree Manufacturing Company Ltd,https://economictimes.indiatimes.com/shree-manufacturing-company-ltd/infocompanyhistory/companyid-12336.cms,Good Website,Not Found
Satyam Silk Mills Ltd,https://www.chittorgarh.com/rights-issue-faqs/satyam-silk-mills-rights-issue-2022/76/,Good Website,Not Found
Bharat Bijlee Ltd-$,https://bharatbijlee.com/,Good Website,Not Found
Elpro International Ltd,http://elpro.co.in/,Under Construction,Not Found
GEE Ltd,https://geeseband.com/,Good Website,Not Found
Hind Rectifiers Ltd,https://www.dnb.com/business-directory/company-profiles.hind_rectifiers_limited.8e1bdc8d26e497ad37892ea3800231f9.html,No Website,Not Found
Indo National Ltd,https://www.indiamart.com/indonational/know-us.html,Good Website,Not Found
Zensar Technologies Ltd,https://www.zensar.com/,Good Website,Not Found
Jyoti Ltd-$,https://www.jyoti.com/investor/codeofconduct.aspx,Good Website,Not Found
JSL Industries Ltd,https://www.jslmogar.com/,Good Website,Not Found
Kaycee Industries Ltd,https://www.kayceeindustries.com/,Good Website,Not Found
Indokem Ltd,https://melonsandbox.com/,No Website,Not Found
Panasonic Energy India Company Ltd-$,https://www.panasonicenergyindia.in/,Good Website,Not Found
Nelco Ltd,https://www.nelcoworldwide.com/,Good Website,Not Found
Permanent Magnets Ltd-$,https://www.magnetshop.com/,Good Website,Not Found
High Energy Batteries India Ltd,https://www.highenergy.co.in/,Good Website,Not Found
Standard Batteries Ltd,https://www.standardbrand.com/en/catalog/catalog/pdf-catalogs,Dead Website,Not Found
Universal Cables Ltd,https://www.unistar.co.in/,No Website,Not Found
W. S. Industries (India) Ltd-$,https://www.nseindia.com/get-quotes/equity?symbol=WSI&lang=en,Good Website,Not Found
Delton Cables Ltd,https://www.deltoncables.com/,Good Website,Not Found
Lakshmi Electrical Control Systems Ltd,https://www.lecsindia.com/,Good Website,info@lecsindia.com
Modulex Construction Technologies Ltd,https://www.modulexglobal.com/technology,Good Website,"200enquiries.india@modulex.inFollow, enquiries.india@modulex.in, enquiries.uk@modulexglobal.com, 3710enquiries.uk@modulexglobal.comHead"
Delta Manufacturing Ltd,https://deltamachinery.com/,Good Website,Not Found
Longspur International Ventures Ltd,https://longspur.com/,Good Website,"%69%6e%66%6f%40%6c%6f%6e%67%73%70%75%72%2e%63%6f%6d, info@longspur.com"
Ravindra Energy Ltd,https://indianexpress.com/article/cities/mumbai/maharashtra-mumbai-news-live-updates-9768227/,Good Website,Not Found
Empower India Ltd,https://empowerindia.in/,Dead Website,Not Found
Multipurpose Trading & Agencies Ltd,https://www.bing.com/aclick?ld=e84ugTdN4iDO4WPia4D4oubjVUCUyV0oDVpp7dduhqejKS1RqJezwX3yqblMCSF2dK2UITpP1j8E_C7-KsdbKe2sco4gLOWOOPqu_rURrAuhpelHaFK9ITlFu_kNsGL0Ibxp8qTZs83tnB39mhyCXk9sX5knZNAWJXDgOQj42_HCbPWIrb4H6LbQ0mZVTNvNJxjOnuhWHnTwRQdhw9-R8ad7ZIgVc&u=aHR0cHMlM2ElMmYlMmZhZC5kb3VibGVjbGljay5uZXQlMmZzZWFyY2hhZHMlMmZsaW5rJTJmY2xpY2slM2YlMjYlMjZkc19lX2FkaWQlM2Q3MTc0MzQwNzc4MjM2NCUyNmRzX2VfdGFyZ2V0X2lkJTNka3dkLTcxNzQzOTgwNjU2OTg0JTNhbG9jLTkwJTI2JTI2ZHNfZV9uZXR3b3JrJTNkbyUyNmRzX3VybF92JTNkMiUyNmRzX2Rlc3RfdXJsJTNkaHR0cHMlM2ElMmYlMmZwcm9tby5hbHBhcmlncm91cC5jb20lMmZlbiUyZmJyYW5kLTElMmYlM2Z1dG1fc291cmNlJTNkYmluZyUyNnV0bV9tZWRpdW0lM2RjcGMlMjZ1dG1fY29udGVudCUzZDExNDc4OTE5MjQ5NDE5NzglMjZ1dG1fdGVybSUzZHRyYWRpbmclMjUyMHdlYnNpdGVzJTI2dXRtX2NhbXBhaWduJTNkJTViYnJkJTNhQWxwYXJpJTVkJTVidGd0JTNhR2VuZXJpY19Gb3JleCU1ZCU1YmluaSUzYUJBVSU1ZCU1YmNvdSUzYUlORCU1ZCU1YmxuZyUzYUVuJTVkJTViY2huJTNhUFBDJTVkJTVicGx0JTNhTXNmdCU1ZCU1YnN0ciUzYUdFTl9QUlNQJTVkJTViY2pzJTNhTlVEJTVkJTVibGJsJTNhVkFMJTVkJTViQ1QlM2FTZWFyY2glNWQlNWJSYWJiaXQlNWQlMjZwb3NpdGlvbiUzZCUyNmluZm8lM2RjYWRfNTU1MzgyMzcyJTdjZ2lkXzExNDc4OTE5MjQ5NDE5NzglN2NiaWRfJTdjdGlkX2t3ZC03MTc0Mzk4MDY1Njk4NCUzYWxvYy05MCUyNm1hdGNodHlwZSUzZHAlMjZkZXZpY2UlM2RjXyUyNmdlbyUzZDE0ODk2NSUyNmdjbGlkJTNkZjQyY2RiYjNkNTQzMWFlZTQxYTJiMjJjMGViNjg5OTIlMjZnY2xzcmMlM2QzcC5kcyUyNiUyNm1zY2xraWQlM2RmNDJjZGJiM2Q1NDMxYWVlNDFhMmIyMmMwZWI2ODk5MiUyNnV0bV9zb3VyY2UlM2RiaW5nJTI2dXRtX21lZGl1bSUzZGNwYyUyNnV0bV9jYW1wYWlnbiUzZCUyNTVCYnJkJTI1M0FBbHBhcmklMjU1RCUyNTVCdGd0JTI1M0FDYXRjaF9BbGwlMjU1RCUyNTVCaW5pJTI1M0FCQVUlMjU1RCUyNTVCY291JTI1M0FJTkQlMjU1RCUyNTVCbG5nJTI1M0FFbiUyNTVEJTI1NUJjaG4lMjUzQVBQQyUyNTVEJTI1NUJwbHQlMjUzQU1zZnQlMjU1RCUyNTVCc3RyJTI1M0FHRU5fUFJTUCUyNTVEJTI1NUJjanMlMjUzQU5VRCUyNTVEJTI1NUJsYmwlMjUzQVZBTCUyNTVEJTI1NUJDVCUyNTNBU2VhcmNoJTI1NUQlMjU1QlJhYmJpdCUyNTVEJTI2dXRtX3Rlcm0lM2R0cmFkaW5nJTI1MjB3ZWJzaXRlcyUyNnV0bV9jb250ZW50JTNkQnJva2Vy&rlid=f42cdbb3d5431aee41a2b22c0eb68992,Good Website,Not Found
Ridhi Synthetics Ltd,https://www.ridhisynthetics.com/,Good Website,ridhisyntheticsltd@gmail.com
Grandma Trading & Agencies Ltd ,https://grandmatrading.co.in/,No Website,Not Found
Ardi Investments & Trading Company Ltd,https://www.ardi.co.in/,No Website,Not Found
Nyssa Corporation Ltd,https://finance.yahoo.com/quote/NYSSACORP.BO/?fr=sycsrp_catchall,Dead Website,Not Found
Flomic Global Logistics Ltd,https://www.flomicgroup.com/,Good Website,"099.flomic@flomicgroup.com, flomic@flomicgroup.com"
Krishna Ventures Ltd,https://www.krishnaventuresltd.com/,Dead Website,Not Found
Ganesh Holdings Ltd,https://ganeshholdings.com/,Good Website,Not Found
Uni Abex Alloy Products Ltd,https://www.uniabex.com/,Dead Website,Not Found
Sarda Energy & Minerals Ltd-$,https://www.seml.co.in/,Dead Website,Not Found
Bhagwati Autocast Ltd,https://www.bhagwati.com/bhagwati-autocast.html,Good Website,Not Found
Bombay Wire Ropes Ltd,https://bombaywireropes.com/,Good Website,"contactus@bombaywireropes.com, support@purvashare.com, shareholder@bombaywireropes.com"
Galada Power & Telecommunication Ltd,http://www.galadapower.com/,Good Website,Not Found
Azad India Mobility Ltd,https://azadindiamobility.com/,No Website,Not Found
Indian Hume Pipe Company Ltd,https://indianhumepipe.com/,Good Website,Not Found
Indian Link Chain Manufacturers Ltd,https://inlinch.com/,Dead Website,Not Found
Investment & Precision Castings Ltd,https://www.ipcl.in/,Good Website,direct1@ipcl.in
Informed Technologies India Ltd,https://naiindia.com/information-technology/,Good Website,"nai.newsmedia@gmail.com, naimembership@gmail.com , naimembership@gmail.com, 9990926962nai.newsmedia@gmail.com"
Kaira Can Company Ltd,https://www.kairacan.com/,Good Website,"info@kairacan.com, mktg@kairacan.com"
Orient Ceratech Ltd-$,https://chemdmart.com/company-profile/orient-ceratech-ltd,Good Website,enquiry@chemdmart.com
National Standard (India) Ltd,https://www.airindia.com/,No Website,Not Found
Rathi Steel & Power Ltd-$,Not Found,No Website,Not Found
Duncan Engineering Ltd-$,Not Found,No Website,Not Found
Sandur Manganese & Iron Ores Ltd,Not Found,No Website,Not Found
Stovec Industries Ltd,Not Found,No Website,Not Found
Cholamandalam Financial Holdings Ltd,Not Found,No Website,Not Found
Welcast Steels Ltd,Not Found,No Website,Not Found
Western Ministil Ltd,Not Found,No Website,Not Found
Automotive Axles Ltd,Not Found,No Website,Not Found
Atlas Cycles (Haryana) Ltd,Not Found,No Website,Not Found
Automobile Products of India Ltd,Not Found,No Website,Not Found
Automobile Corporation of Goa Ltd-$,Not Found,No Website,Not Found
Setco Automotive Ltd,Not Found,No Website,Not Found
Talbros Automotive Components Ltd,Not Found,No Website,Not Found
ZF Steering Gear India Ltd-$,Not Found,No Website,Not Found
SML Mahindra Ltd,Not Found,No Website,Not Found
TIL Ltd,Not Found,No Website,Not Found
Eicher Motors Ltd,Not Found,No Website,Not Found
Jainex Aamcol Ltd,Not Found,No Website,Not Found
Alfred Herbert India Ltd,Not Found,No Website,Not Found
Veljan Denison Ltd,Not Found,No Website,Not Found
Dynamatic Technologies Ltd-$,Not Found,No Website,Not Found
G. G. Dandekar Properties Ltd,Not Found,No Website,Not Found
GMM Pfaudler Ltd,Not Found,No Website,Not Found
Kirloskar Pneumatic Company Ltd,Not Found,No Website,Not Found
Tulive Developers Ltd,Not Found,No Website,Not Found
KPT Industries Ltd,Not Found,No Website,Not Found
Lakshmi Engineering And Warehousing Ltd,https://www.laxmiengineering.com/laxmiengineering/,Dead Website,Not Found
Manugraph India Ltd-$,http://www.manugraph.com/frmFinancialResults.aspx,Good Website,Not Found
Harshil Agrotech Ltd,https://harshilagrotech.com/,Good Website,"mirchtechnologiesindialimited@gmail.com, harshilagrotechlimited@gmail.com"
Monotype India Ltd ,https://monotypeindialtd.in/,Good Website,"//monotypeindialtd@gmail.com, nichetechpl@nichetechpl.com, monotypeindialtd@gmail.com"
NESCO Ltd,https://www.nesco.com/,Good Website,Not Found
Integra Engineering India Ltd,https://www.integraengineering.in/,Good Website,info@integraengineering.in
Semac Construction Ltd-$,https://www.semacconstruction.com/,Good Website,Not Found
Texmaco Infrastructure & Holdings Ltd,https://theprint.in/economy/texmaco-aiming-to-boost-ebitda-margin-to-12-13pc-by-fy26/2630696/,Good Website,feedback@theprint.in
Wendt (India) Ltd,https://wendtindia.com/,Good Website,"635126+91-4344-405500wil@wendtindia.com, wil@wendtindia.com"
PS IT Infrastructure & Services Ltd,https://zerodha.com/markets/stocks/ps-it-infrastructure-services-limited/,Dead Website,Not Found
GHV Infra Projects Ltd,https://ghvinfra.com/,Good Website,Not Found
Responsive Industries Ltd,https://www.responsiveindustries.com/,Good Website,Not Found
Shyamkamal Investments Ltd ,https://shyamkamal.com/,Dead Website,Not Found
Hem Holdings & Trading Ltd,http://www.hemholdings.com/,Good Website,"+91-22-40034768compliance@hemholdings.com, investors@hemholdings.com, compliance@hemholdings.com"
Maharashtra Corporation Ltd,https://searchaddress.net/Address-of-Maharashtra-Industrial-Development-Corporation-035919,Good Website,Not Found
Dolat Algotech Ltd,http://dolatalgotech.in/,No Website,Not Found
Westlife Foodworld Ltd,https://www.westlife.co.in/,Good Website,Not Found
Zee Entertainment Enterprises Ltd,https://www.zee.com/,Dead Website,Not Found
Kovalam Investment & Trading Company Ltd ,https://www.equitybulls.com/category.php?page=7,Poor Website,Not Found
SVP Global Textiles Ltd,https://www.svpglobal.co.in/,Dead Website,Not Found
Multiplus Holdings Ltd,https://openfisherman.com/products/victron-multiplus-ii-12-3000-120-50-120v-ul-approved-pmp122305122,Good Website,?subject=Victron%20MultiPlus-II%2012/3000%20-%20120-50%20-%20120V%20-%20UL%20Approved%20[PMP122305122]&body=https://openfisherman.com/products/victron-multiplus-ii-12-3000-120-50-120v-ul-approved-pmp122305122
Skyline Millars Ltd,https://tr.investing.com/equities/skyline-millars-bo,Dead Website,Not Found
